code_commune,nom_standard,population,latitude_centre,longitude_centre
91273,Gironville-sur-Essonne,762,48.366,2.346
91274,Gometz-la-Ville,1506,48.672,2.11
91275,Gometz-le-Châtel,2615,48.675,2.143
91284,Les Granges-le-Roi,1183,48.498,2.011
91286,Grigny,27257,48.657,2.388
91292,Guibeville,900,48.567,2.272
91293,Guigneville-sur-Essonne,883,48.464,2.371
91294,Guillerval,813,48.368,2.076
91312,Igny,10213,48.736,2.224
91315,Itteville,6603,48.514,2.344
91318,Janville-sur-Juine,1953,48.501,2.254
91319,Janvry,643,48.646,2.155
91326,Juvisy-sur-Orge,18424,48.692,2.374
91330,Lardy,5509,48.527,2.27
91332,Leudeville,1559,48.571,2.328
91333,Leuville-sur-Orge,4304,48.614,2.268
91338,Limours,6431,48.646,2.081
91339,Linas,7032,48.626,2.251
91340,Lisses,7292,48.597,2.425
91345,Longjumeau,20620,48.69,2.302
91347,Longpont-sur-Orge,6417,48.64,2.286
91359,Maisse,2802,48.396,2.37
91363,Marcoussis,8430,48.646,2.206
91374,Marolles-en-Beauce,238,48.369,2.204
91376,Marolles-en-Hurepoix,5667,48.565,2.299
91377,Massy,50962,48.728,2.275
91378,Mauchamps,371,48.527,2.197
91386,Mennecy,15711,48.559,2.438
91390,Le Mérévillois,3364,48.318,2.074
91393,Mérobert,630,48.416,1.996
91399,Mespuits,201,48.358,2.277
91405,Milly-la-Forêt,4603,48.403,2.465
91408,Moigny-sur-École,1279,48.437,2.44
91411,Les Molières,1896,48.672,2.073
91412,Mondeville,729,48.491,2.42
91414,Monnerville,378,48.348,2.038
91421,Montgeron,23800,48.695,2.462
91425,Montlhéry,8670,48.642,2.268
91432,Morangis,13211,48.703,2.336
91433,Morigny-Champigny,4405,48.441,2.208
91434,Morsang-sur-Orge,20785,48.656,2.351
91435,Morsang-sur-Seine,562,48.577,2.501
91441,Nainville-les-Roches,520,48.505,2.496
91457,La Norville,4312,48.581,2.266
91458,Nozay,4482,48.661,2.238
91461,Ollainville,5314,48.606,2.219
91463,Oncy-sur-École,1031,48.382,2.457
91468,Ormoy,2568,48.573,2.458
91469,Ormoy-la-Rivière,940,48.4,2.164
91471,Orsay,16007,48.7,2.187
91473,Orveau,151,48.449,2.297
91477,Palaiseau,34893,48.715,2.229
91479,Paray-Vieille-Poste,7868,48.724,2.36
91482,Pecqueuse,558,48.648,2.037
91494,Le Plessis-Pâté,4147,48.607,2.342
91495,Plessis-Saint-Benoist,329,48.445,2.003
91507,Prunay-sur-Essonne,299,48.352,2.361
91508,Puiselet-le-Marais,261,48.399,2.263
91511,Pussay,2169,48.35,1.998
91514,Quincy-sous-Sénart,9477,48.67,2.528
91519,Richarville,391,48.469,1.998
91521,Ris-Orangis,29825,48.645,2.408
91525,Roinville,1314,48.517,2.053
91526,Roinvilliers,108,48.345,2.237
91533,Saclas,1847,48.358,2.113
91534,Saclay,4323,48.735,2.166
91538,Saint-Aubin,681,48.715,2.14
91540,Saint-Chéron,5220,48.549,2.127
91544,Saint-Cyr-la-Rivière,489,48.35,2.137
91546,Saint-Cyr-sous-Dourdan,952,48.566,2.038
91547,Saint-Escobille,473,48.422,1.958
91549,Sainte-Geneviève-des-Bois,35846,48.641,2.33
91552,Saint-Germain-lès-Arpajon,11305,48.598,2.265
91553,Saint-Germain-lès-Corbeil,7472,48.626,2.491
91556,Saint-Hilaire,405,48.442,2.087
91560,Saint-Jean-de-Beauregard,476,48.666,2.171
91568,Saint-Maurice-Montcouronne,1536,48.579,2.121
91570,Saint-Michel-sur-Orge,21437,48.632,2.312
91573,Saint-Pierre-du-Perray,11680,48.606,2.516
91577,Saintry-sur-Seine,5829,48.593,2.494
91578,Saint-Sulpice-de-Favières,270,48.536,2.18
91579,Saint-Vrain,3023,48.537,2.323
91581,Saint-Yon,905,48.561,2.192
91587,Saulx-les-Chartreux,6583,48.685,2.266
91589,Savigny-sur-Orge,37371,48.684,2.349
91593,Sermaise,1594,48.531,2.089
91599,Soisy-sur-École,1207,48.479,2.482
91600,Soisy-sur-Seine,7322,48.66,2.463
91602,Souzy-la-Briche,464,48.527,2.154
91613,Congerville-Thionville,214,48.383,1.991
91617,Tigery,4318,48.644,2.519
91619,Torfou,278,48.532,2.234
91629,Valpuiseaux,621,48.392,2.303
91630,Le Val-Saint-Germain,1524,48.568,2.081
91631,Varennes-Jarcy,2296,48.682,2.562
91634,Vaugrigneuse,1417,48.601,2.105
91635,Vauhallan,2066,48.731,2.199
91639,Vayres-sur-Essonne,969,48.432,2.346
91645,Verrières-le-Buisson,14597,48.75,2.252
91648,Vert-le-Grand,2252,48.584,2.367
91649,Vert-le-Petit,2749,48.552,2.366
91654,Videlles,588,48.468,2.421
91657,Vigneux-sur-Seine,31050,48.704,2.428
91659,Villabé,5457,48.586,2.452
91661,Villebon-sur-Yvette,10322,48.696,2.235
91662,Villeconin,757,48.502,2.128
91665,La Ville-du-Bois,8080,48.661,2.265
91666,Villejust,2496,48.678,2.223
91667,Villemoisson-sur-Orge,7120,48.661,2.331
91671,Villeneuve-sur-Auvers,594,48.467,2.254
91679,Villiers-le-Bâcle,1097,48.729,2.122
91685,Villiers-sur-Orge,4584,48.658,2.3
91687,Viry-Châtillon,31045,48.67,2.374
91689,Wissous,6991,48.73,2.329
91691,Yerres,28699,48.716,2.493
91692,Les Ulis,25253,48.68,2.185
92002,Antony,63232,48.75,2.299
92004,Asnières-sur-Seine,89662,48.915,2.288
92007,Bagneux,43699,48.798,2.31
92009,Bois-Colombes,29765,48.915,2.267
92012,Boulogne-Billancourt,119808,48.837,2.239
92014,Bourg-la-Reine,20810,48.78,2.316
92019,Châtenay-Malabry,34898,48.768,2.263
92020,Châtillon,36777,48.803,2.288
92022,Chaville,19991,48.808,2.192
92023,Clamart,54491,48.796,2.255
92024,Clichy,64849,48.904,2.306
92025,Colombes,88870,48.922,2.247
92026,Courbevoie,81516,48.898,2.256
92032,Fontenay-aux-Roses,24772,48.79,2.287
92033,Garches,17898,48.845,2.187
92035,La Garenne-Colombes,29932,48.907,2.245
92036,Gennevilliers,49410,48.934,2.294
92040,Issy-les-Moulineaux,68580,48.824,2.264
92044,Levallois-Perret,68009,48.895,2.287
92046,Malakoff,30292,48.817,2.297
92047,Marnes-la-Coquette,1745,48.83,2.166
92048,Meudon,46342,48.804,2.227
92049,Montrouge,47657,48.815,2.316
92050,Nanterre,97351,48.896,2.207
92051,Neuilly-sur-Seine,59267,48.885,2.266
92060,Le Plessis-Robinson,29228,48.78,2.261
92062,Puteaux,43672,48.884,2.238
92063,Rueil-Malmaison,78186,48.869,2.177
92064,Saint-Cloud,29727,48.843,2.209
92071,Sceaux,20488,48.777,2.295
92072,Sèvres,22618,48.822,2.21
92073,Suresnes,49104,48.87,2.22
92075,Vanves,28014,48.822,2.287
92076,Vaucresson,8566,48.841,2.16
92077,Ville-d'Avray,10694,48.822,2.178
92078,Villeneuve-la-Garenne,25371,48.936,2.324
93001,Aubervilliers,90071,48.912,2.384
93005,Aulnay-sous-Bois,86135,48.946,2.493
93006,Bagnolet,39366,48.869,2.423
93007,Le Blanc-Mesnil,58257,48.94,2.461
93008,Bobigny,55056,48.908,2.439
93010,Bondy,52905,48.902,2.484
93013,Le Bourget,14832,48.936,2.428
93014,Clichy-sous-Bois,29735,48.908,2.546
93015,Coubron,5063,48.918,2.576
93027,La Courneuve,47160,48.932,2.4
93029,Drancy,71363,48.923,2.445
93030,Dugny,11328,48.95,2.424
93031,Épinay-sur-Seine,53489,48.955,2.314
93032,Gagny,40189,48.882,2.545
93033,Gournay-sur-Marne,6882,48.861,2.575
93039,L'Île-Saint-Denis,8664,48.94,2.326
93045,Les Lilas,23469,48.882,2.42
93046,Livry-Gargan,46028,48.92,2.535
93047,Montfermeil,27980,48.898,2.567
93048,Montreuil,111455,48.863,2.448
93049,Neuilly-Plaisance,21415,48.864,2.51
93050,Neuilly-sur-Marne,37531,48.862,2.54
93051,Noisy-le-Grand,70374,48.836,2.564
93053,Noisy-le-Sec,46094,48.891,2.459
93055,Pantin,60800,48.898,2.409
93057,Les Pavillons-sous-Bois,24165,48.908,2.503
93059,Pierrefitte-sur-Seine,32379,48.961,2.363
93061,Le Pré-Saint-Gervais,16865,48.885,2.405
93062,Le Raincy,14877,48.897,2.52
93063,Romainville,33266,48.885,2.438
93064,Rosny-sous-Bois,45655,48.875,2.486
93066,Saint-Denis,113942,48.93,2.359
93070,Saint-Ouen-sur-Seine,53207,48.91,2.333
93071,Sevran,51845,48.939,2.531
93072,Stains,40359,48.957,2.385
93073,Tremblay-en-France,37271,48.978,2.555
93074,Vaujours,7478,48.932,2.581
93077,Villemomble,30332,48.885,2.509
93078,Villepinte,38725,48.959,2.536
93079,Villetaneuse,12663,48.957,2.345
94001,Ablon-sur-Seine,5946,48.724,2.421
94002,Alfortville,45046,48.796,2.421
94003,Arcueil,21557,48.806,2.334
94004,Boissy-Saint-Léger,17570,48.747,2.525
94011,Bonneuil-sur-Marne,18750,48.773,2.488
94015,Bry-sur-Marne,17400,48.838,2.523
94016,Cachan,30592,48.792,2.332
94017,Champigny-sur-Marne,77724,48.817,2.517
94018,Charenton-le-Pont,29445,48.823,2.408
94019,Chennevières-sur-Marne,18367,48.798,2.542
94021,Chevilly-Larue,20326,48.767,2.353
94022,Choisy-le-Roi,46129,48.764,2.417
94028,Créteil,92989,48.784,2.455
94033,Fontenay-sous-Bois,51812,48.851,2.474
94034,Fresnes,28780,48.757,2.326
94037,Gentilly,19048,48.813,2.344
94038,L'Haÿ-les-Roses,31392,48.776,2.338
94041,Ivry-sur-Seine,64001,48.813,2.388
94042,Joinville-le-Pont,20413,48.819,2.47
94043,Le Kremlin-Bicêtre,24380,48.809,2.357
94044,Limeil-Brévannes,27999,48.745,2.489
94046,Maisons-Alfort,58068,48.806,2.438
94047,Mandres-les-Roses,4825,48.706,2.548
94048,Marolles-en-Brie,4689,48.74,2.555
94052,Nogent-sur-Marne,33472,48.837,2.482
94053,Noiseau,4610,48.774,2.555
94054,Orly,24482,48.743,2.395
94055,Ormesson-sur-Marne,10540,48.786,2.539
94056,Périgny,2725,48.697,2.562
94058,Le Perreux-sur-Marne,34213,48.842,2.504
94059,Le Plessis-Trévise,20218,48.806,2.576
94060,La Queue-en-Brie,12081,48.778,2.584
94065,Rungis,5647,48.75,2.353
94067,Saint-Mandé,21195,48.842,2.419
94068,Saint-Maur-des-Fossés,75441,48.799,2.494
94069,Saint-Maurice,14603,48.818,2.438
94070,Santeny,4003,48.736,2.576
94071,Sucy-en-Brie,27622,48.766,2.533
94073,Thiais,31097,48.761,2.385
94074,Valenton,14482,48.753,2.461
94075,Villecresnes,11642,48.721,2.532
94076,Villejuif,57753,48.793,2.36
94077,Villeneuve-le-Roi,21129,48.732,2.41
94078,Villeneuve-Saint-Georges,35492,48.741,2.449
94079,Villiers-sur-Marne,30669,48.826,2.545
94080,Vincennes,48798,48.847,2.438
94081,Vitry-sur-Seine,96205,48.788,2.394
95002,Ableiges,1107,49.086,1.975
95008,Aincourt,874,49.073,1.774
95011,Ambleville,393,49.151,1.695
95012,Amenucourt,207,49.11,1.65
95014,Andilly,2697,49.008,2.303
95018,Argenteuil,107221,48.951,2.241
95019,Arnouville,14585,48.986,2.417
95023,Arronville,624,49.174,2.113
95024,Arthies,268,49.095,1.797
95026,Asnières-sur-Oise,3082,49.141,2.38
95028,Attainville,1765,49.061,2.35
95039,Auvers-sur-Oise,6763,49.08,2.155
95040,Avernes,865,49.089,1.87
95042,Baillet-en-France,1893,49.059,2.302
95046,Banthelu,147,49.126,1.815
95051,Beauchamp,9158,49.015,2.192
95052,Beaumont-sur-Oise,9590,49.14,2.3
95054,Le Bellay-en-Vexin,218,49.149,1.879
95055,Bellefontaine,471,49.092,2.47
95056,Belloy-en-France,2228,49.092,2.372
95058,Bernes-sur-Oise,2722,49.165,2.301
95059,Berville,366,49.192,2.071
95060,Bessancourt,8172,49.037,2.198
95061,Béthemont-la-Forêt,418,49.054,2.251
95063,Bezons,32017,48.926,2.211
95074,Boisemont,859,49.019,2.004
95078,Boissy-l'Aillerie,2024,49.083,2.033
95088,Bonneuil-en-France,1166,48.965,2.435
95091,Bouffémont,6584,49.042,2.298
95094,Bouqueval,305,49.022,2.43
95101,Bray-et-Lû,960,49.142,1.666
95102,Bréançon,418,49.149,2.023
95110,Brignancourt,223,49.14,1.944
95116,Bruyères-sur-Oise,4356,49.161,2.329
95119,Buhy,322,49.192,1.703
95120,Butry-sur-Oise,2254,49.084,2.192
95127,Cergy,68348,49.04,2.051
95134,Champagne-sur-Oise,5021,49.143,2.228
95139,La Chapelle-en-Vexin,318,49.184,1.729
95141,Charmont,35,49.137,1.79
95142,Chars,2028,49.158,1.932
95144,Châtenay-en-France,77,49.065,2.463
95149,Chaumontel,3356,49.129,2.436
95150,Chaussy,617,49.114,1.704
95151,Chauvry,297,49.053,2.269
95154,Chennevières-lès-Louvres,306,49.042,2.546
95157,Chérence,118,49.091,1.681
95166,Cléry-en-Vexin,459,49.132,1.848
95169,Commeny,502,49.127,1.888
95170,Condécourt,550,49.038,1.937
95176,Cormeilles-en-Parisis,26741,48.968,2.199
95177,Cormeilles-en-Vexin,1285,49.113,2.02
95181,Courcelles-sur-Viosne,301,49.073,1.996
95183,Courdimanche,6816,49.041,1.999
95197,Deuil-la-Barre,22510,48.971,2.326
95199,Domont,16078,49.03,2.323
95203,Eaubonne,25373,48.991,2.278
95205,Écouen,7145,49.026,2.385
95210,Enghien-les-Bains,11440,48.97,2.305
95211,Ennery,2383,49.078,2.109
95212,Épiais-lès-Louvres,126,49.03,2.549
95213,Épiais-Rhus,608,49.124,2.073
95214,Épinay-Champlâtreux,62,49.09,2.407
95218,Éragny,18468,49.02,2.101
95219,Ermont,28987,48.988,2.257
95229,Ézanville,9573,49.039,2.363
95241,Fontenay-en-Parisis,2149,49.05,2.445
95250,Fosses,9929,49.1,2.499
95252,Franconville,37520,48.988,2.224
95253,Frémainville,509,49.066,1.87
95254,Frémécourt,544,49.124,1.994
95256,Frépillon,3334,49.05,2.205
95257,La Frette-sur-Seine,4621,48.974,2.178
95258,Frouville,349,49.158,2.147
95268,Garges-lès-Gonesse,42841,48.97,2.405
95270,Genainville,529,49.117,1.754
95271,Génicourt,513,49.095,2.061
95277,Gonesse,25963,48.986,2.457
95280,Goussainville,30693,49.024,2.466
95287,Grisy-les-Plâtres,702,49.133,2.048
95288,Groslay,8416,48.985,2.35
95295,Guiry-en-Vexin,142,49.116,1.856
95298,Haravilliers,577,49.175,2.037
95301,Haute-Isle,290,49.083,1.663
95303,Le Heaulme,205,49.167,2.0
95304,Hédouville,279,49.158,2.178
95306,Herblay-sur-Seine,31605,49.001,2.15
95308,Hérouville-en-Vexin,573,49.105,2.127
95309,Hodent,219,49.142,1.762
95313,L'Isle-Adam,11846,49.107,2.234
95316,Jagny-sous-Bois,272,49.081,2.444
95323,Jouy-le-Moutier,17175,49.011,2.034
95328,Labbeville,643,49.134,2.135
95331,Lassy,190,49.095,2.438
95341,Livilliers,384,49.1,2.095
95348,Longuesse,520,49.062,1.927
95351,Louvres,12083,49.042,2.504
95352,Luzarches,4867,49.115,2.441
95353,Maffliers,1806,49.084,2.312
95355,Magny-en-Vexin,5788,49.159,1.81
95365,Mareil-en-France,717,49.07,2.418
95369,Margency,2896,49.002,2.289
95370,Marines,3422,49.148,1.984
95371,Marly-la-Ville,5681,49.082,2.509
95379,Maudétour-en-Vexin,198,49.109,1.777
95387,Menouville,63,49.153,2.108
95388,Menucourt,6093,49.028,1.975
95392,Mériel,5213,49.077,2.213
95394,Méry-sur-Oise,10046,49.055,2.174
95395,Le Mesnil-Aubry,905,49.054,2.392
95409,Moisselles,1254,49.046,2.337
95422,Montgeroult,338,49.091,2.008
95424,Montigny-lès-Cormeilles,22603,48.994,2.194
95426,Montlignon,2894,49.014,2.289
95427,Montmagny,14775,48.97,2.346
95428,Montmorency,21870,48.992,2.321
95429,Montreuil-sur-Epte,390,49.17,1.686
95430,Montsoult,4068,49.072,2.304
95436,Mours,1667,49.13,2.264
95438,Moussy,113,49.135,1.909
95445,Nerville-la-Forêt,767,49.09,2.276
95446,Nesles-la-Vallée,1803,49.126,2.172
95447,Neuilly-en-Vexin,235,49.174,1.98
95450,Neuville-sur-Oise,2070,49.017,2.063
95452,Nointel,877,49.129,2.294
95456,Noisy-sur-Oise,615,49.135,2.328
95459,Nucourt,712,49.16,1.856
95462,Omerville,324,49.143,1.722
95476,Osny,17277,49.068,2.063
95480,Parmain,5610,49.123,2.201
95483,Le Perchay,522,49.116,1.927
95487,Persan,13996,49.15,2.27
95488,Pierrelaye,9998,49.019,2.161
95489,Piscop,706,49.017,2.342
95491,Le Plessis-Bouchard,8393,49.003,2.234
95492,Le Plessis-Gassot,89,49.036,2.416
95493,Le Plessis-Luzarches,129,49.096,2.455
95500,Pontoise,31327,49.051,2.095
95504,Presles,3970,49.112,2.287
95509,Puiseux-en-France,3757,49.067,2.488
95510,Puiseux-Pontoise,583,49.064,2.016
95523,La Roche-Guyon,448,49.088,1.634
95527,Roissy-en-France,2738,49.007,2.514
95529,Ronquerolles,882,49.168,2.213
95535,Sagy,1101,49.053,1.968
95539,Saint-Brice-sous-Forêt,15209,49.002,2.35
95541,Saint-Clair-sur-Epte,986,49.213,1.703
95543,Saint-Cyr-en-Arthies,237,49.059,1.742
95554,Saint-Gervais,891,49.167,1.762
95555,Saint-Gratien,20866,48.969,2.285
95563,Saint-Leu-la-Forêt,15979,49.02,2.247
95566,Saint-Martin-du-Tertre,2663,49.104,2.334
95572,Saint-Ouen-l'Aumône,25023,49.044,2.129
95574,Saint-Prix,7404,49.021,2.27
95580,Saint-Witz,2419,49.086,2.552
95582,Sannois,26768,48.972,2.253
95584,Santeuil,661,49.13,1.958
95585,Sarcelles,58424,48.99,2.382
95592,Seraincourt,1305,49.042,1.879
95594,Seugy,1045,49.123,2.395
95598,Soisy-sous-Montmorency,18008,48.988,2.3
95604,Survilliers,4216,49.106,2.544
95607,Taverny,27025,49.027,2.221
95610,Théméricourt,295,49.09,1.905
95611,Theuville,53,49.157,2.069
95612,Le Thillay,4589,49.004,2.469
95625,Us,1338,49.105,1.958
95627,Vallangoujard,607,49.134,2.104
95628,Valmondois,1215,49.098,2.18
95633,Vaudherland,100,49.0,2.486
95637,Vauréal,16034,49.03,2.024
95641,Vémars,2848,49.063,2.567
95651,Vétheuil,877,49.062,1.707
95652,Viarmes,5386,49.123,2.378
95656,Vienne-en-Arthies,368,49.066,1.722
95658,Vigny,1115,49.08,1.93
95660,Villaines-sous-Bois,775,49.075,2.357
95675,Villeron,1564,49.061,2.534
95676,Villers-en-Arthies,489,49.086,1.73
95678,Villiers-Adam,852,49.07,2.24
95680,Villiers-le-Bel,28836,49.008,2.404
95682,Villiers-le-Sec,196,49.074,2.387
95690,Wy-dit-Joli-Village,329,49.096,1.825
